iter	Logloss
124	0.09751288756
125	0.09744909508
126	0.09736905328
127	0.09735415892
128	0.09731256912
129	0.09724600375
130	0.09708459553
131	0.09701008821
132	0.09697619484
133	0.09694640557
134	0.09693424536
135	0.09686828367
136	0.09683771387
137	0.09672705263
138	0.09666377957
139	0.09661774021
140	0.09653382149
141	0.09646649358
142	0.09637557894
143	0.0963681332
144	0.09624591036
145	0.09612661895
146	0.09612025404
147	0.09607274758
148	0.09603335982
149	0.09600699966
150	0.09590633561
151	0.09582900722
152	0.09578681601
153	0.09573060203
154	0.09566390617
155	0.09560838878
156	0.09550504552
157	0.09542857241
158	0.09535228238
159	0.09528130873
160	0.09525352036
161	0.09523563282
162	0.09518697572
163	0.09512023102
164	0.09502932927
165	0.09490787287
166	0.09484330531
167	0.09481688697
168	0.09470143406
169	0.09465636351
170	0.09457138228
171	0.09450359167
172	0.09447847737
173	0.09441399539
174	0.09436893069
175	0.09431921927
176	0.09427062035
177	0.09422366263
178	0.09413823512
179	0.09406458376
180	0.09402551655
181	0.093947875
182	0.09391066167
183	0.09383815283
184	0.0937643206
185	0.09368858826
186	0.09361386811
187	0.0935664305
188	0.09356083806
189	0.09351528412
190	0.09349809993
191	0.09345530136
192	0.09337906242
193	0.09330969136
194	0.09324201261
195	0.09319126909
196	0.09317530859
197	0.09314091286
198	0.09313589201
199	0.09300962282
200	0.09294584838
201	0.092887955
202	0.09281278101
203	0.09274969091
204	0.09269591153
205	0.09266071357
206	0.09259580558
207	0.09258879694
208	0.09248269517
209	0.09240054805
210	0.09235157085
211	0.09234344836
212	0.09231222515
213	0.09228948353
214	0.0922414829
215	0.09221535448
216	0.09215615049
217	0.0920981931
218	0.09201994732
219	0.0919861147
220	0.091856344
221	0.0917877303
222	0.09170153219
223	0.09163308256
224	0.09161926578
225	0.09154935731
226	0.09154506947
227	0.09152518532
228	0.09148488327
229	0.09146508674
230	0.09145097484
231	0.09144575631
232	0.09139050706
233	0.09131525059
234	0.0912924422
235	0.09128163131
236	0.09126656101
237	0.09116845071
238	0.09113213436
239	0.09106047641
240	0.09104029417
241	0.0910163092
242	0.09092253027
243	0.09086267212
244	0.09079829578
245	0.09077254622
246	0.09076072469
247	0.0907468274
248	0.09072002008
249	0.09065072907
250	0.09064356038
251	0.09063069933
252	0.0906007338
253	0.09059885566
254	0.09054222069
255	0.09049074239
256	0.09046543196
257	0.09041083691
258	0.09036160048
259	0.09031034972
260	0.09027392373
261	0.09023380678
262	0.09016278166
263	0.09009089008
264	0.09003811675
265	0.09001105533
266	0.08996049879
267	0.08990497832
268	0.08988640903
269	0.08988581141
270	0.08988000884
271	0.08985082467
272	0.08979598534
273	0.08975074793
274	0.08970606717
275	0.08965339296
276	0.08959409942
277	0.08953415593
278	0.08949081158
279	0.08946804571
280	0.0894040131
281	0.08934266256
282	0.08925633732
283	0.08917175343
284	0.08908119926
285	0.08903496611
286	0.08894534034
287	0.08889519906
288	0.08883381437
289	0.08877737433
290	0.0887267341
291	0.08872034508
292	0.08870924343
293	0.08862581982
294	0.08856154807
295	0.08850999913
296	0.08845572566
297	0.08843389225
298	0.08836997307
299	0.08832662922
300	0.0882567786
301	0.08821249393
302	0.08817137421
303	0.08812606987
304	0.08807498632
305	0.08798086675
306	0.08792383886
307	0.08789890638
308	0.08782316583
309	0.08775137108
310	0.08769101184
311	0.08765823652
312	0.08761452028
313	0.08757393899
314	0.08749084593
315	0.08744467178
316	0.08742704586
317	0.08734943031
318	0.08732997705
319	0.08727412109
320	0.08719599325
321	0.08714740972
322	0.08708750108
323	0.08707166436
324	0.08704965747
325	0.08697168508
326	0.08690651192
327	0.08686780762
328	0.08678385354
329	0.08674033841
330	0.08668285287
331	0.08664124517
332	0.08656393677
333	0.08652185871
334	0.08647535009
335	0.08643298744
336	0.08635951239
337	0.08632453313
338	0.08630158378
339	0.08627839887
340	0.08618572935
341	0.08617955473
342	0.08615532113
343	0.0861252284
344	0.08609109803
345	0.08603281732
346	0.08602674613
347	0.08602053915
348	0.08597026719
349	0.08592532851
350	0.08589515948
351	0.08581862778
352	0.08577845988
353	0.08576288897
354	0.08569951671
355	0.08563076858
356	0.08560471101
357	0.0855480085
358	0.08548381377
359	0.08543112771
360	0.08540629847
361	0.08537000217
362	0.0852962256
363	0.0852289537
364	0.08520872465
365	0.08515649114
366	0.08513799123
367	0.08509637917
368	0.08508423695
369	0.08507528708
370	0.08506836727
371	0.08505583847
372	0.08503143099
373	0.08495963595
374	0.08494264042
375	0.08491188902
376	0.08486644266
377	0.08478392243
378	0.08470662351
379	0.08466655726
380	0.08466108806
381	0.08464311936
382	0.08462387739
383	0.08461639772
384	0.08460120476
385	0.08454411675
386	0.08452042497
387	0.0844814403
388	0.08444075733
389	0.08440469021
390	0.08439563955
391	0.08436409717
392	0.08432196799
393	0.0842523836
394	0.08422640849
395	0.08416767074
396	0.08416011075
397	0.08415297824
398	0.0841432546
399	0.0840825854
400	0.08401498201
401	0.08397155338
402	0.08391845612
403	0.08389010012
404	0.08382331891
405	0.0837678709
406	0.08372877363
407	0.08366376356
408	0.08360421375
409	0.08356996523
410	0.08348420647
411	0.08348069019
412	0.08343533599
413	0.08339766077
414	0.08335993923
415	0.0833334489
416	0.08327367493
417	0.08326025895
418	0.08324341888
419	0.08317707785
420	0.08311611231
421	0.08307400503
422	0.08303068309
423	0.08299587957
424	0.08297549883
425	0.08293665531
426	0.08287872189
427	0.08283001437
428	0.08282965701
429	0.08282610481
430	0.08277492419
431	0.0827427456
432	0.08273099987
433	0.08268604704
434	0.08262091321
435	0.0825773311
436	0.08255631324
437	0.08252687173
438	0.08248258635
439	0.08245918239
440	0.08242477977
441	0.08239376282
442	0.08235982667
443	0.08230973787
444	0.08227654516
445	0.0822434237
446	0.08222428708
447	0.08220702376
448	0.08219999054
449	0.08217776171
450	0.08214728481
451	0.08213418807
452	0.08206792047
453	0.08203553094
454	0.08199039662
455	0.08193014374
456	0.08185502171
457	0.08181703874
458	0.08176748394
459	0.08170023616
460	0.08166806056
461	0.08166402411
462	0.08161127086
463	0.08157093063
464	0.08150149644
465	0.08149980833
466	0.08147215368
467	0.08144955852
468	0.08139155599
469	0.08132170228
470	0.08130350264
471	0.08125472396
472	0.08124287911
473	0.08118515662
474	0.08113348118
475	0.08110871435
476	0.08104435888
477	0.08100782762
478	0.08097569395
479	0.08092124898
480	0.08090677412
481	0.08085887256
482	0.08080780687
483	0.08077038754
484	0.08072292973
485	0.08068313735
486	0.08062590935
487	0.08061002827
488	0.08055725658
489	0.08053652172
490	0.0804958599
491	0.08044435806
492	0.08039077883
493	0.08036379741
494	0.0803267519
495	0.08031378124
496	0.08025946782
497	0.0802293549
498	0.08021743371
499	0.08016162398
500	0.08012574538
501	0.08012135163
502	0.08008157904
503	0.08007800893
504	0.08000671305
505	0.07999161396
506	0.07997417522
507	0.07997030779
508	0.07992612812
509	0.07991501767
510	0.07987518731
511	0.07982698456
512	0.07979549824
513	0.07974393159
514	0.07971107378
515	0.0796780447
516	0.07964321158
517	0.0795998277
518	0.07958159143
519	0.07956675355
520	0.07955999989
521	0.07954342149
522	0.07950946352
523	0.07948698503
524	0.07946064995
525	0.07940787115
526	0.07938012378
527	0.07932612881
528	0.07926088353
529	0.07922915026
530	0.07922906499
531	0.0792079829
532	0.07917545871
533	0.07913142812
534	0.07909915398
535	0.07908229232
536	0.07906512145
537	0.07904376634
538	0.07901403962
539	0.0789774023
540	0.07895413958
541	0.07893655094
542	0.0789138098
543	0.07889998681
544	0.07881601567
545	0.07879514497
546	0.07877321898
547	0.07871046114
548	0.07869011529
549	0.07868289028
550	0.07867273314
551	0.07864311952
552	0.07861159006
553	0.0786091829
554	0.07858639623
555	0.07855594391
556	0.07853381316
557	0.07848753194
558	0.07845190855
559	0.07839013057
560	0.07832521722
561	0.07831531935
562	0.07825135986
563	0.07823341759
564	0.07821131958
565	0.07815747025
566	0.078107634
567	0.0780709447
568	0.07804864672
569	0.07798150788
570	0.07797125714
571	0.07796635242
572	0.07794170155
573	0.07789410757
574	0.0778717577
575	0.0778332064
576	0.07781794437
577	0.07779038908
578	0.07778976208
579	0.0777643415
580	0.0777347596
581	0.07772946485
582	0.07766011056
583	0.07759058949
584	0.07756375792
585	0.07753984721
586	0.07753419498
587	0.07749820866
588	0.07748845634
589	0.0774884524
590	0.0774740046
591	0.07744593759
592	0.07742353806
593	0.07742347942
594	0.07737305998
595	0.07733324375
596	0.07730956487
597	0.07723841478
598	0.07719419561
599	0.07717495278
600	0.07716948415
601	0.07712846749
602	0.07708493675
603	0.07708426495
604	0.0770663716
605	0.07703665276
606	0.0770189232
607	0.07699770159
608	0.07696494287
609	0.07692318665
610	0.0768854209
611	0.07685655329
612	0.07683386376
613	0.07681171687
614	0.07680018932
615	0.07676935017
616	0.07672351329
617	0.0766922269
618	0.07665438807
619	0.07660212701
620	0.07655193069
621	0.07650708385
622	0.07649964127
623	0.07649476543
624	0.07648809054
625	0.07647978618
626	0.07646086416
627	0.07643528128
628	0.07639551352
629	0.07635370135
630	0.07631727446
631	0.07630630698
632	0.07629282546
633	0.07628154314
634	0.07626552978
635	0.07623261102
636	0.07620319255
637	0.07617347426
638	0.07611895976
639	0.07608333074
640	0.0760522993
641	0.07601604419
642	0.07600175184
643	0.0759739793
644	0.07595298285
645	0.07592062518
646	0.07590130866
647	0.07589770842
648	0.07588452814
649	0.07585956303
650	0.07583352959
651	0.0758004554
652	0.07579962369
653	0.07576699285
654	0.07573030723
655	0.07570772165
656	0.07567258446
657	0.07565733458
658	0.07559942568
659	0.07555260863
660	0.07551500569
661	0.07546363544
662	0.0754131582
663	0.0753916168
664	0.07534159405
665	0.07532737257
666	0.07531671934
667	0.07530690651
668	0.07528075708
669	0.07527237182
670	0.07525847331
671	0.07523741475
672	0.07521711764
673	0.07519030003
674	0.07514316114
675	0.07513304905
676	0.07513023725
677	0.07512744388
678	0.07510158206
679	0.07509615113
680	0.07508016718
681	0.07507707787
682	0.07505821122
683	0.07502701887
684	0.07501186314
685	0.07499913543
686	0.07495894814
687	0.0749532172
688	0.07492457447
689	0.07491743153
690	0.07487021664
691	0.07482958077
692	0.0747881613
693	0.07475951618
694	0.07472356945
695	0.07470518681
696	0.07466523289
697	0.07462123183
698	0.07460725064
699	0.07457086888
700	0.07454597438
701	0.07450487445
702	0.07447352872
703	0.07442237424
704	0.07441015128
705	0.07439093353
706	0.0743744527
707	0.07432613298
708	0.07430188386
709	0.07429258962
710	0.07428109848
711	0.07426650478
712	0.07424675808
713	0.07420629106
714	0.07419385573
715	0.07417266496
716	0.07414879606
717	0.07414879431
718	0.0741313131
719	0.07408553291
720	0.07406195097
721	0.07403970972
722	0.07397457511
723	0.0739137117
724	0.07388040521
725	0.07387365175
726	0.07384947644
727	0.07382402577
728	0.07379437585
729	0.07374383981
730	0.07369213439
731	0.07365721331
732	0.07362286819
733	0.07357762892
734	0.07353554006
735	0.07350850229
736	0.07348769315
737	0.07346856711
738	0.07340406862
739	0.07335247407
740	0.07332869385
741	0.07330918411
742	0.07327303388
743	0.0732490807
744	0.07321678767
745	0.0731898299
746	0.0731775564
747	0.07312991089
748	0.07310440937
749	0.07308607161
750	0.07307426921
751	0.07304454316
752	0.0730276842
753	0.0729931406
754	0.07297205401
755	0.07290978099
756	0.07287883917
757	0.07285319353
758	0.07283908181
759	0.07282307617
760	0.07281717171
761	0.07279658514
762	0.07278723985
763	0.07277117339
764	0.07273282604
765	0.07269650896
766	0.07267060493
767	0.07264359782
768	0.0726210714
769	0.07260112929
770	0.07257334075
771	0.07257020741
772	0.07254084719
773	0.07249521826
774	0.07249213928
775	0.07247398246
776	0.07245318006
777	0.07240889662
778	0.07240804174
779	0.07238074008
780	0.07236072807
781	0.07233755139
782	0.07230829464
783	0.07227436521
784	0.07224346025
785	0.07221480441
786	0.07217649049
787	0.07217514393
788	0.07213684775
789	0.07210781081
790	0.07206981499
791	0.07204757157
792	0.07202128134
793	0.07200262054
794	0.07197427072
795	0.07195395219
796	0.07191369758
797	0.07189438557
798	0.07187899371
799	0.07186785952
800	0.07186407099
801	0.07183267395
802	0.07180888099
803	0.07176745351
804	0.07173102292
805	0.07170720997
806	0.07165488185
807	0.07162746046
808	0.07160789736
809	0.07159038313
810	0.07155336782
811	0.07150574055
812	0.07147149605
813	0.0714153683
814	0.07138455301
815	0.07134118621
816	0.07130533765
817	0.07128371342
818	0.07128051963
819	0.07127294487
820	0.07126597988
821	0.07123227607
822	0.0712057648
823	0.07118499205
824	0.07117452621
825	0.07115545635
826	0.07112453711
827	0.07108973586
828	0.07108861066
829	0.07106699957
830	0.07105636874
831	0.07102081836
832	0.07101633006
833	0.07099269026
834	0.07098300826
835	0.07097894896
836	0.07093275069
837	0.07090149381
838	0.07088935542
839	0.07086839224
840	0.07086445475
841	0.07085079573
842	0.07083050602
843	0.07080330803
844	0.07076807504
845	0.07074242121
846	0.07070676797
847	0.07070019065
848	0.07068139258
849	0.07066559063
850	0.07064757175
851	0.07060727509
852	0.07058014061
853	0.07057239895
854	0.07056635003
855	0.07054349783
856	0.07054336885
857	0.07051205895
858	0.07049925422
859	0.07048528523
860	0.07044373904
861	0.07041293629
862	0.07037949325
863	0.07035226522
864	0.07033904847
865	0.07030593094
866	0.0703019693
867	0.07027891789
868	0.07023511661
869	0.07018983227
870	0.0701734611
871	0.07015397689
872	0.07014534422
873	0.07014116794
874	0.07012696482
875	0.07010641304
876	0.07009540984
877	0.07005433139
878	0.07001932806
879	0.0699853103
880	0.06996059671
881	0.06994436272
882	0.06994306993
883	0.06992495492
884	0.06991017626
885	0.06989914536
886	0.06987964527
887	0.0698461936
888	0.069802885
889	0.06977726507
890	0.06975703741
891	0.06974758091
892	0.06972561226
893	0.06970981562
894	0.06968115592
895	0.06966844201
896	0.06963033443
897	0.06961012504
898	0.06959118727
899	0.06955479052
900	0.06954598828
901	0.06951786384
902	0.06948531264
903	0.06946255379
904	0.06942794441
905	0.06941257508
906	0.06938881269
907	0.06936380918
908	0.06932336612
909	0.06928198333
910	0.06924623112
911	0.06922374225
912	0.06919332944
913	0.06919271426
914	0.06915500962
915	0.06912973537
916	0.06910377094
917	0.0690865427
918	0.06904779342
919	0.06903562244
920	0.06902287092
921	0.06899527056
922	0.06897767736
923	0.06895085859
924	0.06891665182
925	0.06889978418
926	0.06887386104
927	0.06883769269
928	0.06881342667
929	0.06880486214
930	0.06879597146
931	0.06879051834
932	0.06876009852
933	0.06872866613
934	0.06871943073
935	0.06870406693
936	0.06867783134
937	0.06863793078
938	0.06863509008
939	0.06861252636
940	0.06858218432
941	0.06856494206
942	0.06853297529
943	0.06851650398
944	0.06850871457
945	0.06849280548
946	0.06846776172
947	0.06844160025
948	0.06843457342
949	0.06842477459
950	0.06839075144
951	0.0683445598
952	0.06831592405
953	0.06830478199
954	0.06827635049
955	0.06826084689
956	0.06824916245
957	0.06821904353
958	0.0682030683
959	0.06817455147
960	0.0681463175
961	0.06812292681
962	0.06811773032
963	0.06810202258
964	0.0680892149
965	0.06806040174
966	0.0680411786
967	0.06801935451
968	0.06800921737
969	0.06799318121
970	0.06794678661
971	0.06793368923
972	0.06791415441
973	0.06790003992
974	0.0678834198
975	0.06782331325
976	0.06780931317
977	0.06780375763
978	0.06778148446
979	0.067757975
980	0.06775365711
981	0.06772353938
982	0.06769234221
983	0.0676532214
984	0.067635982
985	0.06761555648
986	0.06759786665
987	0.06755305861
988	0.06751967995
989	0.06751861839
990	0.06749045334
991	0.06745418622
992	0.06743691623
993	0.06739738531
994	0.06739621113
995	0.06738861014
996	0.06736354246
997	0.06734517137
998	0.06732011822
999	0.06728715764
